Post ID,Platform,Engagement Type,User ID,Engagement Count,Post Date
30065,Twitter,Like,3668,851,2023-07-23
30066,Twitter,Share,3634,780,2024-04-08
30067,LinkedIn,Like,3111,19,2019-10-17
30068,Instagram,Like,3825,189,2024-12-09
30069,Facebook,Comment,3340,199,2020-12-18
30070,Twitter,Comment,4350,948,2020-03-21
30071,Instagram,Share,972,126,2015-12-18
30072,Facebook,Share,2566,972,2015-05-25
30073,LinkedIn,Like,4557,888,2023-08-21
30074,LinkedIn,Comment,878,287,2017-11-16
30075,LinkedIn,Comment,1055,421,2019-08-31
30076,Twitter,Share,2169,36,2022-04-05
30077,Twitter,Like,1467,87,2015-09-19
30078,Facebook,Share,4723,832,2015-05-21
30079,Facebook,Like,2645,875,2018-05-17
30080,Instagram,Comment,4004,954,2019-01-24
30081,Twitter,Like,3921,158,2022-06-25
30082,Instagram,Share,2651,87,2019-10-10
30083,LinkedIn,Like,1643,417,2023-11-22
30084,Instagram,Comment,810,135,2023-06-16
30085,Facebook,Share,2371,833,2017-01-16
30086,Instagram,Share,388,463,2019-01-04
30087,LinkedIn,Like,2176,542,2021-06-27
30088,Facebook,Share,2883,721,2019-11-12
30089,Facebook,Like,2815,835,2025-01-07
30090,Twitter,Comment,3704,595,2016-01-15
30091,Facebook,Like,4600,163,2023-01-14
30092,Facebook,Like,1797,507,2015-08-22
30093,LinkedIn,Share,2164,597,2017-12-22
30094,Twitter,Comment,2729,343,2020-01-20
30095,Twitter,Share,854,737,2023-05-17
30096,Instagram,Like,349,481,2020-03-17
30097,LinkedIn,Like,1861,447,2019-03-31
30098,LinkedIn,Like,2253,675,2017-07-24
30099,Instagram,Share,66,17,2023-04-30
30100,LinkedIn,Share,1601,725,2016-06-25
30101,Twitter,Share,3770,4,2016-12-03
30102,Instagram,Share,1077,662,2016-01-11
30103,Twitter,Comment,36,981,2020-01-01
30104,Instagram,Like,4247,243,2015-07-06
30105,Twitter,Like,2175,135,2021-07-24
30106,LinkedIn,Like,2098,638,2017-09-08
30107,Twitter,Share,3158,566,2024-12-24
30108,Twitter,Share,3857,814,2015-06-17
30109,LinkedIn,Comment,1948,673,2019-09-29
30110,Instagram,Like,3822,362,2021-05-07
30111,LinkedIn,Like,515,951,2019-06-01
30112,LinkedIn,Share,4995,178,2016-04-25
30113,LinkedIn,Like,4335,503,2015-05-11
30114,Instagram,Share,639,417,2015-04-03
30115,LinkedIn,Share,4751,195,2017-02-16
30116,LinkedIn,Comment,577,562,2022-10-05
30117,LinkedIn,Comment,757,383,2022-12-11
30118,Instagram,Like,434,85,2015-10-01
30119,Instagram,Comment,4789,906,2021-02-02
30120,LinkedIn,Share,843,221,2022-11-30
30121,LinkedIn,Comment,2078,511,2020-10-27
30122,LinkedIn,Like,164,105,2024-08-25
30123,Twitter,Comment,4131,132,2020-01-17
30124,Twitter,Like,665,668,2024-01-25
30125,Instagram,Share,1208,155,2021-06-30
30126,LinkedIn,Comment,2553,388,2025-01-31
30127,LinkedIn,Like,1788,281,2021-03-03
30128,LinkedIn,Share,270,403,2019-08-25
30129,LinkedIn,Comment,1910,474,2021-05-04
30130,LinkedIn,Like,990,664,2017-10-03
30131,LinkedIn,Like,3292,518,2022-01-30
30132,Facebook,Like,4553,68,2023-09-12
30133,LinkedIn,Like,4989,827,2020-04-23
30134,Instagram,Share,1039,731,2018-07-03
30135,Twitter,Comment,3425,886,2024-04-13
30136,LinkedIn,Comment,61,620,2019-01-13
30137,Facebook,Share,2209,109,2015-03-10
30138,Instagram,Like,2538,839,2018-12-06
30139,Twitter,Comment,952,34,2018-05-16
30140,Twitter,Share,3649,524,2018-06-14
30141,Facebook,Like,826,632,2022-09-14
30142,Facebook,Comment,1627,311,2023-01-09
30143,LinkedIn,Like,307,806,2020-07-31
30144,Instagram,Comment,4008,574,2019-03-05
30145,LinkedIn,Comment,2922,583,2021-02-09
30146,Facebook,Comment,4292,645,2015-04-05
30147,Twitter,Share,3722,26,2021-09-30
30148,Facebook,Share,4370,563,2021-03-02
30149,LinkedIn,Comment,2220,327,2022-08-04
30150,LinkedIn,Like,3736,353,2023-10-30
30151,LinkedIn,Comment,1194,578,2024-10-14
30152,Twitter,Comment,3350,63,2016-12-08
30153,LinkedIn,Comment,4213,654,2022-06-08
30154,LinkedIn,Comment,3429,935,2017-10-01
30155,LinkedIn,Comment,2462,166,2019-01-31
30156,Instagram,Share,4881,712,2018-04-22
30157,Facebook,Comment,4199,671,2018-01-12
30158,Instagram,Like,761,634,2023-05-09
30159,Facebook,Like,4340,956,2019-05-16
30160,Instagram,Like,1037,36,2021-09-26
30161,Instagram,Share,2482,74,2023-02-06
30162,LinkedIn,Comment,3780,940,2020-02-15
30163,Twitter,Comment,1812,904,2016-08-12
30164,LinkedIn,Comment,3041,438,2019-11-27
30165,Instagram,Like,2267,480,2023-10-13
30166,Twitter,Comment,4003,495,2019-01-02
30167,LinkedIn,Comment,4971,741,2023-03-24
30168,Facebook,Like,1045,213,2018-06-28
30169,Facebook,Like,2150,445,2015-09-13
30170,Facebook,Share,3225,371,2022-06-16
30171,Instagram,Share,3457,123,2021-05-29
30172,Instagram,Like,116,753,2018-05-21
30173,Twitter,Comment,2920,250,2016-03-13
30174,Facebook,Share,3035,470,2023-07-03
30175,Twitter,Share,198,680,2023-12-11
30176,Instagram,Share,1294,344,2019-10-04
30177,Facebook,Like,3335,877,2019-12-07
30178,Twitter,Comment,3426,954,2022-04-19
30179,Instagram,Comment,396,709,2018-10-05
30180,Twitter,Comment,3098,575,2016-10-11
30181,LinkedIn,Share,4234,652,2020-04-26
30182,LinkedIn,Like,4440,544,2022-09-17
30183,Facebook,Like,4149,940,2023-09-22
30184,Facebook,Comment,3069,452,2018-02-12
30185,Facebook,Share,4826,426,2015-07-11
30186,Twitter,Share,2753,13,2017-09-11
30187,Instagram,Share,480,585,2022-11-08
30188,Twitter,Comment,3615,674,2020-11-07
30189,Instagram,Share,3400,538,2020-12-24
30190,Twitter,Comment,1066,407,2019-04-13
30191,Facebook,Share,4124,326,2016-08-26
30192,LinkedIn,Like,616,820,2015-03-31
30193,Twitter,Like,2748,107,2016-12-05
30194,Facebook,Like,2239,872,2018-08-15
30195,LinkedIn,Like,4663,844,2016-04-27
30196,Twitter,Like,4842,924,2024-04-27
30197,Twitter,Comment,936,998,2024-05-29
30198,LinkedIn,Comment,2599,368,2021-07-02
30199,Instagram,Share,670,759,2024-12-24
30200,Facebook,Like,1022,925,2021-08-24
30201,Instagram,Share,467,743,2024-04-16
30202,Instagram,Like,1033,78,2022-04-26
30203,Twitter,Comment,1565,360,2023-10-14
30204,Instagram,Like,47,732,2023-07-29
30205,LinkedIn,Like,4912,834,2021-12-26
30206,Instagram,Share,2741,125,2023-11-06
30207,Twitter,Like,3249,971,2020-10-30
30208,LinkedIn,Share,4190,470,2017-12-04
30209,LinkedIn,Like,180,720,2015-06-05
30210,Facebook,Like,2698,607,2021-06-05
30211,Twitter,Share,4805,629,2024-05-22
30212,Twitter,Share,117,149,2019-05-22
30213,Facebook,Share,578,890,2018-09-02
30214,Twitter,Like,3042,702,2015-06-20
30215,Facebook,Share,279,520,2017-09-07
30216,LinkedIn,Like,587,891,2017-11-14
30217,Instagram,Like,1406,548,2015-08-01
30218,Instagram,Like,2758,378,2016-07-14
30219,Instagram,Comment,2100,558,2021-01-28
30220,Facebook,Comment,2951,253,2024-05-27
30221,Twitter,Like,2372,55,2024-04-07
30222,Facebook,Share,3038,749,2022-01-17
30223,LinkedIn,Comment,4361,146,2019-03-01
30224,Instagram,Like,857,366,2021-01-16
30225,Facebook,Comment,2270,877,2016-06-03
30226,LinkedIn,Like,4206,653,2015-10-03
30227,LinkedIn,Comment,3120,475,2019-07-28
30228,Twitter,Comment,3307,45,2021-07-23
30229,LinkedIn,Share,3201,566,2018-10-19
30230,Instagram,Comment,1313,585,2021-11-15
30231,LinkedIn,Share,2382,627,2024-03-05
30232,Instagram,Comment,2184,366,2015-10-28
30233,Facebook,Like,1824,421,2019-05-26
30234,Twitter,Like,1674,304,2022-11-13
30235,Instagram,Share,1515,200,2023-10-21
30236,Twitter,Share,7,811,2016-11-23
30237,Facebook,Share,173,13,2019-09-22
30238,Facebook,Like,3069,265,2019-05-24
30239,Twitter,Share,1349,591,2016-12-13
30240,LinkedIn,Share,2720,492,2019-12-16
30241,Facebook,Like,758,549,2022-12-02
30242,Facebook,Comment,2074,857,2024-01-22
30243,LinkedIn,Like,1147,801,2022-12-18
30244,LinkedIn,Like,3698,540,2020-04-01
30245,Instagram,Comment,4972,110,2021-12-20
30246,LinkedIn,Share,3950,857,2017-07-01
30247,LinkedIn,Like,19,885,2020-11-26
30248,LinkedIn,Comment,4137,297,2024-11-01
30249,Facebook,Share,204,225,2020-02-13
30250,Twitter,Like,3270,320,2015-11-13
30251,LinkedIn,Share,1445,697,2018-05-13
30252,LinkedIn,Like,1114,992,2016-06-30
30253,Twitter,Comment,1540,438,2022-06-25
30254,LinkedIn,Share,4756,519,2022-01-04
30255,Facebook,Like,2947,761,2021-09-28
30256,LinkedIn,Comment,1987,707,2024-04-01
30257,Instagram,Like,1173,297,2024-08-05
30258,Twitter,Like,1171,172,2022-12-07
30259,Twitter,Comment,2203,980,2022-11-20
30260,Facebook,Like,674,956,2020-04-05
30261,Facebook,Comment,1979,861,2025-01-27
30262,LinkedIn,Share,396,0,2024-11-23
30263,Facebook,Share,598,188,2021-03-20
30264,Instagram,Share,607,852,2023-05-26
30265,Instagram,Comment,424,259,2018-04-29
30266,Instagram,Share,1664,993,2021-04-04
30267,Instagram,Like,1732,639,2018-06-19
30268,Facebook,Comment,2130,573,2024-07-31
30269,Twitter,Share,4411,491,2017-08-29
30270,Facebook,Like,2455,481,2016-09-06
30271,LinkedIn,Like,3673,464,2018-05-13
30272,Instagram,Comment,2568,243,2020-07-27
30273,Twitter,Comment,1463,982,2019-06-03
30274,Instagram,Comment,1504,852,2020-10-15
30275,LinkedIn,Share,2704,874,2017-01-29
30276,Instagram,Like,1973,392,2022-04-06
30277,Twitter,Share,2546,903,2016-05-15
30278,Instagram,Comment,1552,852,2017-03-02
30279,LinkedIn,Share,3933,44,2022-12-22
30280,LinkedIn,Like,1309,571,2018-03-03
30281,Instagram,Share,2943,13,2016-07-04
30282,Instagram,Share,4605,908,2016-07-03
30283,Facebook,Like,3861,601,2016-09-26
30284,LinkedIn,Comment,4348,231,2023-02-26
30285,LinkedIn,Comment,858,609,2022-07-27
30286,Facebook,Share,2386,978,2022-02-05
30287,LinkedIn,Like,4557,382,2019-01-15
30288,Twitter,Comment,2167,59,2020-02-20
30289,Twitter,Share,64,623,2018-04-20
30290,Facebook,Comment,4648,884,2015-11-25
30291,LinkedIn,Share,4148,657,2020-06-06
30292,Instagram,Comment,869,75,2024-07-06
30293,LinkedIn,Comment,2215,763,2017-12-02
30294,LinkedIn,Like,4576,283,2022-05-31
30295,LinkedIn,Share,2308,704,2017-09-18
30296,Facebook,Comment,4186,595,2020-10-19
30297,LinkedIn,Like,4772,382,2015-02-22
30298,Instagram,Share,3974,812,2016-12-21
30299,Twitter,Like,1164,229,2022-10-14
30300,Facebook,Share,602,976,2021-07-31
30301,Facebook,Comment,800,720,2024-08-19
30302,Instagram,Like,1208,651,2024-12-25
30303,Facebook,Comment,3066,875,2019-01-18
30304,LinkedIn,Like,181,487,2019-08-27
30305,Instagram,Like,3715,387,2015-08-24
30306,Instagram,Like,2291,1,2017-01-25
30307,Instagram,Share,4056,912,2017-01-22
30308,Twitter,Share,281,954,2019-09-03
30309,LinkedIn,Like,3725,364,2021-09-01
30310,Twitter,Share,4463,181,2015-04-15
30311,Instagram,Share,2133,622,2022-10-22
30312,Facebook,Share,116,554,2018-06-24
30313,Instagram,Share,2621,576,2022-09-05
30314,Facebook,Comment,2990,224,2023-05-08
30315,LinkedIn,Like,3850,417,2020-10-23
30316,LinkedIn,Comment,3267,386,2020-09-23
30317,Instagram,Comment,4826,310,2015-11-05
30318,Instagram,Like,4685,743,2015-10-29
30319,Instagram,Share,4584,636,2024-07-02
30320,Instagram,Comment,4380,2,2020-11-18
30321,Twitter,Share,1333,778,2021-06-17
30322,Instagram,Share,1718,789,2017-06-14
30323,Instagram,Share,325,695,2022-11-27
30324,Instagram,Like,1044,882,2017-08-09
30325,Instagram,Share,1474,684,2018-12-14
30326,LinkedIn,Like,2601,141,2021-10-02
30327,LinkedIn,Share,1632,387,2015-02-13
30328,Twitter,Share,3316,453,2016-08-28
30329,Twitter,Share,3025,122,2017-10-21
30330,Twitter,Share,4694,349,2023-03-16
30331,Facebook,Like,2292,170,2015-11-03
30332,LinkedIn,Like,3012,239,2023-12-21
30333,LinkedIn,Like,2303,390,2024-05-31
30334,Facebook,Comment,3302,814,2019-07-24
30335,Facebook,Share,596,427,2021-03-29
30336,LinkedIn,Comment,1967,546,2023-05-10
30337,Twitter,Comment,2798,507,2015-11-18
30338,Facebook,Share,4895,643,2020-10-29
30339,Twitter,Share,95,771,2016-03-29
30340,Instagram,Share,2647,952,2021-07-30
30341,Twitter,Like,2351,407,2015-09-02
30342,LinkedIn,Comment,4656,934,2022-02-26
30343,Facebook,Like,2205,895,2016-11-12
30344,Facebook,Like,147,943,2015-07-10
30345,LinkedIn,Like,2325,50,2017-11-12
30346,Twitter,Like,4695,92,2016-04-15
30347,Twitter,Share,3,625,2023-10-08
30348,Facebook,Share,1267,121,2021-01-13
30349,Twitter,Comment,3183,379,2019-08-14
30350,LinkedIn,Comment,3843,247,2019-01-27
30351,Facebook,Comment,1403,171,2019-09-28
30352,Facebook,Like,2019,922,2019-11-20
30353,Facebook,Share,4154,58,2017-09-03
30354,Facebook,Comment,2650,317,2016-01-27
30355,Facebook,Comment,3560,44,2018-03-26
30356,Facebook,Share,3051,560,2016-04-23
30357,Facebook,Like,996,800,2024-12-01
30358,Instagram,Comment,3259,221,2023-01-15
30359,LinkedIn,Like,2359,396,2021-05-27
30360,Facebook,Share,3412,607,2023-08-09
30361,LinkedIn,Share,4875,445,2018-05-23
30362,Twitter,Comment,2459,200,2021-07-28
30363,LinkedIn,Like,4451,603,2020-09-12
30364,Twitter,Like,1750,44,2016-06-10
30365,Facebook,Like,477,186,2020-05-09
30366,Facebook,Share,2083,657,2017-10-18
30367,Instagram,Comment,3929,207,2019-08-14
30368,Twitter,Comment,4819,58,2015-04-06
30369,Twitter,Share,3148,33,2020-03-02
30370,Facebook,Share,1748,707,2025-01-10
30371,LinkedIn,Comment,4639,857,2021-01-31
30372,Twitter,Comment,2236,227,2023-08-25
30373,Twitter,Comment,1143,562,2023-11-03
30374,Twitter,Comment,1030,812,2015-02-22
30375,Instagram,Like,3041,886,2024-12-02
30376,Twitter,Share,2581,476,2017-11-12
30377,Twitter,Share,3993,654,2017-08-03
30378,LinkedIn,Like,1481,345,2019-01-16
30379,Facebook,Like,2166,671,2018-03-05
30380,LinkedIn,Share,287,453,2017-06-09
30381,LinkedIn,Share,1818,561,2015-02-11
30382,Twitter,Like,4859,513,2023-06-09
30383,LinkedIn,Share,15,550,2019-07-29
30384,Facebook,Like,486,369,2016-04-16
30385,Twitter,Comment,735,520,2019-09-26
30386,LinkedIn,Like,794,103,2020-08-02
30387,Twitter,Like,3170,264,2020-06-06
30388,Instagram,Share,2500,772,2022-06-30
30389,Twitter,Comment,2293,183,2021-09-15
30390,Instagram,Share,2306,314,2017-10-22
30391,Facebook,Share,4512,51,2016-02-10
30392,Twitter,Comment,950,655,2016-07-02
30393,Facebook,Share,156,132,2020-12-24
30394,Twitter,Share,3115,623,2015-07-18
30395,Facebook,Like,3357,318,2015-08-26
30396,LinkedIn,Share,4241,602,2018-09-21
30397,Facebook,Share,582,902,2017-08-29
30398,Facebook,Comment,3396,890,2024-10-01
30399,Twitter,Share,3444,736,2015-08-09
30400,Instagram,Like,3688,351,2016-04-27
30401,Facebook,Like,4755,296,2024-04-07
30402,LinkedIn,Like,3526,913,2024-05-10
30403,Twitter,Comment,3815,33,2024-03-24
30404,Twitter,Share,1518,50,2025-02-02
30405,Twitter,Like,4396,796,2016-09-01
30406,Facebook,Like,2087,836,2019-05-20
30407,Twitter,Comment,2590,298,2018-10-15
30408,Instagram,Share,2545,620,2019-10-06
30409,LinkedIn,Comment,1952,271,2021-04-24
30410,Facebook,Comment,4507,645,2022-12-08
30411,LinkedIn,Like,4727,760,2015-09-15
30412,Facebook,Share,1095,618,2024-02-03
30413,Instagram,Like,2201,127,2018-09-04
30414,LinkedIn,Like,236,635,2022-11-06
30415,Instagram,Like,2228,64,2015-04-08
30416,Instagram,Comment,207,289,2024-01-10
30417,LinkedIn,Like,1931,421,2020-08-10
30418,Twitter,Like,3988,695,2021-06-25
30419,Twitter,Like,4879,391,2021-10-19
30420,Instagram,Like,3733,293,2017-05-03
30421,Twitter,Share,1649,261,2025-01-06
30422,Facebook,Share,818,435,2021-07-04
30423,Facebook,Share,389,244,2015-07-20
30424,Instagram,Share,4685,223,2023-05-05
30425,Facebook,Share,1084,461,2015-06-05
30426,Facebook,Like,430,98,2018-12-18
30427,Twitter,Comment,4506,326,2016-01-12
30428,LinkedIn,Comment,3129,259,2015-09-22
30429,LinkedIn,Share,3154,989,2018-01-03
30430,LinkedIn,Like,2972,60,2020-10-29
30431,Twitter,Share,890,78,2023-11-26
30432,Facebook,Comment,3159,293,2017-10-10
30433,Twitter,Share,3157,370,2023-03-29
30434,Facebook,Like,3653,189,2018-03-19
30435,Facebook,Comment,767,93,2024-07-06
30436,LinkedIn,Share,4824,167,2023-11-22
30437,LinkedIn,Share,4079,249,2016-08-29
30438,Instagram,Comment,744,569,2017-08-15
30439,Instagram,Share,4271,52,2022-03-02
30440,Facebook,Share,3690,556,2015-07-23
30441,Facebook,Comment,2737,941,2018-08-03
30442,Instagram,Like,378,835,2020-01-12
30443,Instagram,Comment,3581,30,2021-10-29
30444,LinkedIn,Like,4058,501,2016-11-11
30445,Twitter,Like,132,950,2018-05-25
30446,Twitter,Share,4101,312,2015-02-22
30447,Facebook,Comment,1327,833,2024-02-24
30448,Facebook,Comment,2011,910,2021-11-19
30449,Instagram,Like,4540,245,2023-02-05
30450,Twitter,Like,3895,317,2016-05-09
30451,Facebook,Like,1069,905,2021-01-20
30452,LinkedIn,Share,4861,152,2017-01-09
30453,LinkedIn,Comment,4174,885,2021-11-04
30454,Instagram,Share,4944,963,2021-01-30
30455,Facebook,Comment,4850,66,2023-02-12
30456,Twitter,Like,4898,275,2020-11-22
30457,LinkedIn,Comment,4366,166,2015-05-22
30458,Twitter,Comment,4853,534,2015-10-29
30459,Twitter,Comment,971,844,2015-02-22
30460,Instagram,Like,4211,287,2021-03-20
30461,Twitter,Share,1877,609,2019-06-17
30462,Instagram,Like,2394,278,2020-07-31
30463,Twitter,Like,1719,205,2020-10-09
30464,Facebook,Share,1258,546,2016-12-28
30465,LinkedIn,Comment,614,297,2024-05-10
30466,Facebook,Like,4523,519,2024-01-21
30467,Facebook,Share,3445,808,2017-11-19
30468,Facebook,Share,4089,557,2024-09-18
30469,Facebook,Comment,3963,583,2023-09-07
30470,Instagram,Share,1136,969,2023-04-13
30471,Instagram,Share,1658,966,2022-05-26
30472,Instagram,Share,1245,991,2018-09-10
30473,Facebook,Comment,2496,357,2018-10-15
30474,Twitter,Share,1829,769,2016-06-04
30475,Instagram,Comment,1870,298,2016-08-21
30476,Instagram,Comment,4386,145,2015-11-06
30477,Twitter,Comment,361,460,2023-11-05
30478,Twitter,Share,4616,447,2023-02-12
30479,LinkedIn,Like,2969,487,2024-08-24
30480,Twitter,Share,637,798,2021-03-30
30481,Twitter,Share,1820,43,2020-10-22
30482,Twitter,Share,3762,655,2016-12-09
30483,Facebook,Like,2213,979,2023-05-27
30484,Twitter,Share,480,234,2020-10-16
30485,Facebook,Like,3612,678,2017-10-17
30486,Twitter,Like,885,703,2018-06-22
30487,LinkedIn,Comment,3533,122,2017-10-16
30488,Facebook,Comment,255,969,2017-04-13
30489,Instagram,Share,4114,379,2017-05-14
30490,Facebook,Like,274,710,2015-05-12
30491,Facebook,Share,3331,79,2020-01-02
30492,LinkedIn,Like,4746,158,2023-02-07
30493,LinkedIn,Comment,251,391,2024-12-16
30494,Instagram,Comment,4351,879,2019-05-21
30495,LinkedIn,Like,3527,789,2017-01-06
30496,LinkedIn,Share,4610,720,2021-09-29
30497,Instagram,Like,4515,198,2023-12-20
30498,LinkedIn,Comment,1773,321,2024-11-26
30499,Instagram,Comment,4528,823,2017-05-07
30500,Instagram,Like,4069,240,2023-09-20
30501,Instagram,Comment,821,779,2021-05-29
30502,LinkedIn,Comment,1870,717,2019-02-14
30503,Instagram,Share,1101,686,2016-11-30
30504,LinkedIn,Like,1357,831,2024-10-31
30505,Twitter,Comment,4452,730,2023-05-27
30506,Twitter,Comment,3157,112,2017-05-03
30507,Instagram,Comment,4540,881,2023-05-30
30508,Instagram,Like,1329,375,2015-10-05
30509,Facebook,Like,1891,261,2022-05-02
30510,Facebook,Like,2231,476,2016-12-03
30511,Facebook,Like,4839,85,2020-02-01
30512,LinkedIn,Like,4294,247,2021-05-30
30513,Twitter,Comment,4663,282,2025-01-25
30514,Instagram,Share,450,617,2015-10-01
30515,Instagram,Comment,801,550,2016-12-30
30516,LinkedIn,Comment,3475,709,2024-10-21
30517,Twitter,Like,2716,764,2024-07-18
30518,Facebook,Share,566,979,2015-03-18
30519,Instagram,Share,1845,566,2015-05-03
30520,LinkedIn,Like,1213,559,2019-07-03
30521,Twitter,Share,3787,507,2022-08-24
30522,Facebook,Like,395,43,2018-03-02
30523,Instagram,Comment,2281,723,2020-07-15
30524,Twitter,Comment,951,846,2021-10-03
30525,Twitter,Comment,3864,623,2023-10-20
30526,Facebook,Comment,1041,757,2024-09-27
30527,Facebook,Share,3841,444,2015-05-02
30528,Twitter,Comment,4555,984,2016-01-27
30529,LinkedIn,Like,1963,13,2021-05-02
30530,Facebook,Share,4987,672,2024-08-16
30531,Facebook,Like,1084,455,2016-08-02
30532,Facebook,Like,1492,643,2022-02-10
30533,Instagram,Comment,1122,241,2025-01-06
30534,Twitter,Share,4641,356,2016-03-22
30535,Facebook,Like,1732,386,2022-04-09
30536,Facebook,Comment,4057,74,2016-01-29
30537,Facebook,Like,4671,117,2023-07-16
30538,Twitter,Like,320,235,2016-04-11
30539,Twitter,Like,3980,453,2016-05-14
30540,Facebook,Share,3922,803,2017-11-30
30541,LinkedIn,Like,1704,963,2023-02-05
30542,Instagram,Like,2815,201,2023-11-04
30543,Facebook,Comment,2940,380,2018-01-08
30544,Facebook,Like,3717,932,2018-09-11
30545,Instagram,Like,4953,429,2017-11-11
30546,Twitter,Share,3082,3,2021-11-02
30547,Instagram,Share,4465,377,2023-06-20
30548,Twitter,Comment,2074,129,2019-11-24
30549,Twitter,Comment,4346,994,2018-03-26
30550,LinkedIn,Like,1735,277,2023-01-13
30551,Facebook,Comment,2565,143,2015-12-25
30552,LinkedIn,Comment,228,641,2016-01-08
30553,Facebook,Like,534,584,2017-09-16
30554,Instagram,Like,4341,40,2019-01-04
30555,Instagram,Share,2474,4,2017-04-01
30556,LinkedIn,Like,3769,21,2023-03-24
30557,Instagram,Comment,4506,411,2024-12-01
30558,Twitter,Like,3492,889,2023-08-14
30559,Twitter,Like,1869,997,2018-06-16
30560,LinkedIn,Comment,1022,85,2022-09-24
30561,Facebook,Like,2511,795,2020-02-10
30562,Facebook,Share,3948,123,2019-08-21
30563,Twitter,Share,1666,944,2021-11-05
30564,LinkedIn,Share,4467,81,2018-03-19
30565,Facebook,Comment,2015,125,2016-06-09
30566,Twitter,Like,2930,683,2020-05-19
30567,Instagram,Like,449,940,2022-08-29
30568,Twitter,Share,2207,601,2017-01-13
30569,Facebook,Share,3471,161,2019-02-18
30570,Twitter,Share,2803,450,2019-07-28
30571,Facebook,Comment,2756,559,2024-06-08
30572,Instagram,Like,832,532,2017-04-19
30573,Instagram,Comment,58,52,2015-06-09
30574,Instagram,Like,4979,572,2015-08-04
30575,Instagram,Share,2493,143,2017-10-14
30576,Twitter,Like,1993,500,2023-05-03
30577,Instagram,Like,1596,12,2016-10-09
30578,Instagram,Like,52,15,2022-10-11
30579,Facebook,Like,115,697,2017-10-06
30580,Instagram,Share,3956,107,2022-11-24
30581,Instagram,Share,2101,74,2019-12-13
30582,LinkedIn,Like,1905,991,2021-01-27
30583,Twitter,Share,2122,326,2024-01-14
30584,LinkedIn,Like,4078,803,2019-06-28
30585,Instagram,Like,3418,995,2021-06-10
30586,Twitter,Comment,2059,256,2017-12-15
30587,LinkedIn,Like,1463,565,2021-05-27
30588,Twitter,Comment,980,47,2015-10-23
30589,LinkedIn,Comment,4474,784,2023-12-21
30590,LinkedIn,Like,4819,448,2022-01-22
30591,Instagram,Share,105,660,2017-09-28
30592,LinkedIn,Share,3058,127,2024-02-07
30593,LinkedIn,Share,4030,524,2018-08-01
30594,Facebook,Comment,3750,934,2015-10-28
30595,LinkedIn,Share,351,188,2015-12-05
30596,Twitter,Like,1586,66,2022-01-20
30597,Facebook,Comment,2028,453,2020-09-16
30598,Facebook,Share,973,845,2022-07-02
30599,Twitter,Like,2145,594,2024-05-25
30600,Facebook,Share,2321,404,2020-10-15
30601,Instagram,Like,2736,113,2021-10-20
30602,Twitter,Share,3545,524,2021-08-11
30603,Instagram,Like,701,607,2015-06-10
30604,LinkedIn,Comment,2262,951,2020-12-21
30605,Facebook,Like,3313,613,2015-06-03
30606,LinkedIn,Share,2143,650,2021-01-15
30607,Facebook,Like,2265,946,2025-01-08
30608,Twitter,Like,25,549,2020-04-04
30609,Facebook,Comment,3443,759,2021-09-14
30610,LinkedIn,Share,313,301,2020-07-01
30611,Instagram,Share,585,967,2016-06-09
30612,Instagram,Share,2046,650,2018-08-16
30613,Twitter,Like,1237,827,2023-07-25
30614,LinkedIn,Comment,354,485,2023-11-10
30615,LinkedIn,Share,2083,232,2020-04-04
30616,Instagram,Comment,568,157,2015-10-01
30617,Twitter,Like,940,851,2016-09-02
30618,LinkedIn,Like,1661,131,2021-10-30
30619,Facebook,Like,4565,689,2016-07-31
30620,LinkedIn,Share,4854,99,2018-06-07
30621,Instagram,Comment,1644,197,2023-10-21
30622,Twitter,Comment,1629,286,2018-09-07
30623,Facebook,Share,4372,671,2022-06-15
30624,Facebook,Comment,3736,433,2015-08-25
30625,LinkedIn,Like,4658,864,2017-01-31
30626,LinkedIn,Comment,1452,851,2019-09-01
30627,Facebook,Comment,4358,739,2017-04-12
30628,Instagram,Share,3233,176,2020-05-09
30629,Facebook,Comment,3396,488,2023-08-01
30630,Instagram,Share,1746,779,2021-08-31
30631,LinkedIn,Like,3659,199,2022-07-26
30632,Facebook,Share,1121,949,2017-08-27
30633,Twitter,Like,1326,176,2020-04-07
30634,LinkedIn,Share,2528,320,2015-07-02
30635,LinkedIn,Like,3756,580,2019-03-27
30636,Facebook,Comment,4902,493,2019-07-04
30637,Twitter,Like,3513,315,2023-01-28
30638,Twitter,Share,428,314,2022-03-06
30639,Twitter,Like,2145,905,2017-05-08
30640,Instagram,Comment,144,874,2018-02-10
30641,LinkedIn,Comment,4427,34,2024-06-15
30642,LinkedIn,Like,229,566,2019-09-18
30643,Twitter,Share,951,585,2020-02-29
30644,Facebook,Like,101,679,2023-09-12
30645,LinkedIn,Like,3930,117,2015-12-25
30646,LinkedIn,Comment,2691,209,2021-01-15
30647,Facebook,Like,713,148,2016-05-09
30648,Instagram,Share,681,383,2020-09-04
30649,Facebook,Share,4092,329,2025-01-03
30650,Facebook,Like,3072,438,2020-03-05
30651,LinkedIn,Like,3987,670,2022-08-05
30652,LinkedIn,Share,2658,845,2022-03-30
30653,Instagram,Like,2586,525,2016-10-21
30654,Twitter,Comment,1936,452,2024-08-03
30655,Twitter,Like,1004,754,2019-12-27
